worker_id,team_id,session,item_id,A,M,assistance_arm,difficulty,y_true,ai_confidence,ai_suggestion,human_decision,override,correct
1,7,1,s1_i28,1,smartphone_3G,Calib,0.49201713788418905,1,0.480348608456973,0,0,0,0
1,7,1,s1_i29,1,smartphone_3G,Calib,0.6074848229310921,1,0.5909546291885993,1,0,1,0
1,7,1,s1_i30,1,smartphone_3G,Calib,0.13297332623700509,1,0.6743713009875071,1,1,0,1
1,7,1,s1_i31,1,smartphone_3G,Calib,0.18477108449418347,1,0.7569731736499624,1,1,0,1
1,7,1,s1_i32,1,smartphone_3G,Calib,0.3908971369877708,0,0.7017892926528866,1,1,0,0
1,7,1,s1_i33,1,smartphone_3G,Calib,0.26919067948236175,1,0.777956726694907,1,1,0,1
1,7,1,s1_i34,1,smartphone_3G,Calib,0.297595982766055,1,0.7158453772651,1,1,0,1
1,7,1,s1_i35,1,smartphone_3G,Calib,0.18795029919879735,1,0.7988268484517907,1,1,0,1
1,7,1,s1_i36,1,smartphone_3G,Calib,0.09681754350889092,0,0.5813225356227041,1,1,0,0
1,7,1,s1_i37,1,smartphone_3G,Calib,0.3398132606101302,0,0.7989029726293742,1,1,0,0
1,7,1,s1_i38,1,smartphone_3G,Calib,0.3254916700350757,1,0.7585849879223855,1,1,0,1
1,7,1,s1_i39,1,smartphone_3G,Calib,0.6696824104694956,1,0.6354268690847086,1,1,0,1
1,7,2,s2_i0,1,smartphone_3G,Rationale,0.46092489126492736,0,0.6100731408038219,1,1,1,0
1,7,2,s2_i1,1,smartphone_3G,Rationale,0.16482088642585274,1,0.6389960469714285,1,1,1,1
1,7,2,s2_i2,1,smartphone_3G,Rationale,0.25314633219516774,1,0.7036765517631638,1,1,0,1
1,7,2,s2_i3,1,smartphone_3G,Rationale,0.4956311004015554,0,0.581398242219494,1,1,0,0
1,7,2,s2_i4,1,smartphone_3G,Rationale,0.258004328612283,0,0.6860341079583196,1,1,0,0
1,7,2,s2_i5,1,smartphone_3G,Rationale,0.37395321596022263,1,0.7184208761448444,1,1,1,1
1,7,2,s2_i6,1,smartphone_3G,Rationale,0.19944318308997774,0,0.7767917078906816,1,1,1,0
1,7,2,s2_i7,1,smartphone_3G,Rationale,0.10514585583863602,1,0.8921550634896867,1,1,0,1
1,7,2,s2_i8,1,smartphone_3G,Rationale,0.10198174030304388,1,0.57279314593971,1,1,1,1
1,7,2,s2_i9,1,smartphone_3G,Rationale,0.2620281789270704,1,0.5799757076529345,1,1,1,1
1,7,2,s2_i10,1,smartphone_3G,Rationale,0.4995719476116924,0,0.5502979409923289,1,0,1,1
1,7,2,s2_i11,1,smartphone_3G,Rationale,0.25177455775197266,1,0.6880645844270601,1,0,1,0
1,7,2,s2_i12,1,smartphone_3G,Rationale,0.4300116925102685,0,0.6948370062959626,1,1,0,0
1,7,2,s2_i13,1,smartphone_3G,Rationale,0.1582700634339299,1,0.8712058213037729,1,1,0,1
1,7,2,s2_i14,1,smartphone_3G,Rationale,0.37081362294959896,1,0.7340632888884893,1,0,1,0
1,7,2,s2_i15,1,smartphone_3G,Rationale,0.4140089162406316,0,0.7854874603975771,1,1,1,0
1,7,2,s2_i16,1,smartphone_3G,Rationale,0.09812727352805775,0,0.5851990895987879,1,1,0,0
1,7,2,s2_i17,1,smartphone_3G,Rationale,0.2513723087391529,0,0.7170533979399173,1,1,0,0
1,7,2,s2_i18,1,smartphone_3G,Rationale,0.06357637924773242,0,0.6997359235477608,1,1,0,0
1,7,2,s2_i19,1,smartphone_3G,Rationale,0.1872024562917367,0,0.6562675643138781,1,1,1,0
1,7,2,s2_i20,1,smartphone_3G,Rationale,0.0751595720100722,0,0.6733389877951413,1,1,0,0
1,7,2,s2_i21,1,smartphone_3G,Rationale,0.6346155559344453,0,0.6572014458575722,1,1,0,0
1,7,2,s2_i22,1,smartphone_3G,Rationale,0.1929052591387913,0,0.5028791836231633,1,1,0,0
1,7,2,s2_i23,1,smartphone_3G,Rationale,0.1582933666581068,1,0.8413126574741838,1,1,0,1
1,7,2,s2_i24,1,smartphone_3G,Rationale,0.20573821256092845,0,0.7780149729027981,1,1,1,0
1,7,2,s2_i25,1,smartphone_3G,Rationale,0.4489806339405242,1,0.6291244038211704,1,1,0,1
1,7,2,s2_i26,1,smartphone_3G,Rationale,0.1841966874530047,0,0.7227972085717861,1,0,1,1
1,7,2,s2_i27,1,smartphone_3G,Rationale,0.3288485945197964,1,0.6296238569184083,1,1,0,1
1,7,2,s2_i28,1,smartphone_3G,Rationale,0.49825435083613734,1,0.5081457348021194,1,1,1,1
1,7,2,s2_i29,1,smartphone_3G,Rationale,0.11257809008651963,0,0.5866039331862783,1,1,0,0
1,7,2,s2_i30,1,smartphone_3G,Rationale,0.13363846712534477,1,0.5135407465647479,1,0,1,0
1,7,2,s2_i31,1,smartphone_3G,Rationale,0.14206095810659491,0,0.716739321910333,1,1,0,0
1,7,2,s2_i32,1,smartphone_3G,Rationale,0.2357519519852256,0,0.7224057809932186,1,1,0,0
1,7,2,s2_i33,1,smartphone_3G,Rationale,0.22320735985381174,0,0.7691678830421503,1,1,0,0
1,7,2,s2_i34,1,smartphone_3G,Rationale,0.5273138531317061,0,0.6988896758683378,1,1,0,0
1,7,2,s2_i35,1,smartphone_3G,Rationale,0.02549578450233631,0,0.7784157770571041,1,1,0,0
1,7,2,s2_i36,1,smartphone_3G,Rationale,0.4014625833166982,1,0.7241343486602,1,0,1,0
1,7,2,s2_i37,1,smartphone_3G,Rationale,0.08928230034045104,0,0.6845725352722586,1,0,1,1
1,7,2,s2_i38,1,smartphone_3G,Rationale,0.05740186736526895,1,0.584222006614604,1,1,1,1
1,7,2,s2_i39,1,smartphone_3G,Rationale,0.5114095756187189,0,0.639471319672277,1,0,1,1
1,7,3,s3_i0,1,smartphone_3G,Rationale,0.11044732354331054,0,0.6895686387268725,1,1,0,0
1,7,3,s3_i1,1,smartphone_3G,Rationale,0.31350964068962117,1,0.5873496058755087,1,1,1,1
1,7,3,s3_i2,1,smartphone_3G,Rationale,0.12452824377526105,1,0.5886343531752175,1,1,0,1
1,7,3,s3_i3,1,smartphone_3G,Rationale,0.008594424627066591,0,0.7613190472199348,1,1,1,0
1,7,3,s3_i4,1,smartphone_3G,Rationale,0.21720035721377154,0,0.7831458402567348,1,1,0,0
1,7,3,s3_i5,1,smartphone_3G,Rationale,0.3861769978810295,0,0.5318077060517874,1,1,0,0
1,7,3,s3_i6,1,smartphone_3G,Rationale,0.0461705293381914,0,0.747551021076007,1,1,0,0
1,7,3,s3_i7,1,smartphone_3G,Rationale,0.5731514144939428,1,0.6424334180709272,1,1,0,1
1,7,3,s3_i8,1,smartphone_3G,Rationale,0.19913438373581216,1,0.677627761018779,1,1,0,1
1,7,3,s3_i9,1,smartphone_3G,Rationale,0.20946533172975634,1,0.7080273630060747,1,1,0,1
1,7,3,s3_i10,1,smartphone_3G,Rationale,0.3313000529654955,1,0.6496752241587416,1,1,0,1
1,7,3,s3_i11,1,smartphone_3G,Rationale,0.09200779229907265,1,0.7569410455613744,1,1,0,1
1,7,3,s3_i12,1,smartphone_3G,Rationale,0.2339326749536987,0,0.7860302883301314,1,1,1,0
1,7,3,s3_i13,1,smartphone_3G,Rationale,0.15768612638656174,0,0.6283843900593542,1,1,0,0
1,7,3,s3_i14,1,smartphone_3G,Rationale,0.5056351068539645,1,0.5568156059937396,1,0,1,0
1,7,3,s3_i15,1,smartphone_3G,Rationale,0.3959028759190735,1,0.6689628775906229,1,1,0,1
1,7,3,s3_i16,1,smartphone_3G,Rationale,0.16227226235484335,0,0.6330192536875081,1,1,0,0
1,7,3,s3_i17,1,smartphone_3G,Rationale,0.429375114651851,1,0.7435702493008233,1,1,1,1
1,7,3,s3_i18,1,smartphone_3G,Rationale,0.1516415764844813,1,0.697456016654242,1,1,0,1
1,7,3,s3_i19,1,smartphone_3G,Rationale,0.31809787163849795,1,0.5368171451353227,1,1,1,1
1,7,3,s3_i20,1,smartphone_3G,Rationale,0.037700344497744516,1,0.6548846760975366,1,1,0,1
1,7,3,s3_i21,1,smartphone_3G,Rationale,0.6262677259189379,0,0.5600345810581161,1,1,1,0
1,7,3,s3_i22,1,smartphone_3G,Rationale,0.3838003597666527,0,0.6826039588745457,1,1,0,0
1,7,3,s3_i23,1,smartphone_3G,Rationale,0.364426567921936,0,0.6223621515337433,1,1,0,0
1,7,3,s3_i24,1,smartphone_3G,Rationale,0.3823091654925275,1,0.7140888361994419,1,1,1,1
1,7,3,s3_i25,1,smartphone_3G,Rationale,0.2967752475073321,1,0.5176915102422318,1,1,0,1
1,7,3,s3_i26,1,smartphone_3G,Rationale,0.7241217758265028,0,0.6047993440139826,1,0,1,1
1,7,3,s3_i27,1,smartphone_3G,Rationale,0.3799963602728075,1,0.8698170994041893,1,1,0,1
1,7,3,s3_i28,1,smartphone_3G,Rationale,0.15302061989664328,0,0.5405784645354362,1,1,0,0
1,7,3,s3_i29,1,smartphone_3G,Rationale,0.26449446766929635,1,0.6088243727883886,1,1,1,1
1,7,3,s3_i30,1,smartphone_3G,Rationale,0.20402450570057348,1,0.7714429209891808,1,1,0,1
1,7,3,s3_i31,1,smartphone_3G,Rationale,0.4752364959333768,1,0.6326957787257158,1,0,1,0
1,7,3,s3_i32,1,smartphone_3G,Rationale,0.18397004863459868,0,0.5812190373671967,1,1,0,0
1,7,3,s3_i33,1,smartphone_3G,Rationale,0.2891308973606922,1,0.5005204446083547,1,1,0,1
1,7,3,s3_i34,1,smartphone_3G,Rationale,0.11638641294524112,0,0.698665681543969,1,1,0,0
1,7,3,s3_i35,1,smartphone_3G,Rationale,0.22016746717512328,0,0.7665660880383558,1,1,0,0
1,7,3,s3_i36,1,smartphone_3G,Rationale,0.23402535562134574,1,0.7422327904877927,1,1,0,1
1,7,3,s3_i37,1,smartphone_3G,Rationale,0.28147035671609266,0,0.6074443725434654,1,1,1,0
1,7,3,s3_i38,1,smartphone_3G,Rationale,0.4159686056495016,1,0.7059175625450416,1,1,1,1
1,7,3,s3_i39,1,smartphone_3G,Rationale,0.28099882757779576,0,0.6505251489112228,1,1,1,0
1,7,4,s4_i0,1,smartphone_3G,Calib,0.2000903742958982,1,0.713509124572685,1,1,1,1
1,7,4,s4_i1,1,smartphone_3G,Calib,0.1588387717025614,0,0.6957491730995681,1,1,0,0
1,7,4,s4_i2,1,smartphone_3G,Calib,0.07533676161924459,1,0.5470281711465445,1,1,0,1
1,7,4,s4_i3,1,smartphone_3G,Calib,0.3604778442260434,0,0.648111408878346,1,1,0,0
1,7,4,s4_i4,1,smartphone_3G,Calib,0.21789442502113743,0,0.639068469405273,1,1,0,0
1,7,4,s4_i5,1,smartphone_3G,Calib,0.05711410663321039,1,0.7481507272651235,1,0,1,0
1,7,4,s4_i6,1,smartphone_3G,Calib,0.21366862991664895,0,0.7519865746237512,1,1,0,0
1,7,4,s4_i7,1,smartphone_3G,Calib,0.08777792562956999,0,0.5931320430743828,1,1,0,0
1,7,4,s4_i8,1,smartphone_3G,Calib,0.40029065931487195,1,0.46403152200670905,0,0,1,0
1,7,4,s4_i9,1,smartphone_3G,Calib,0.13363584218495086,0,0.9034349341098463,1,1,0,0
1,7,4,s4_i10,1,smartphone_3G,Calib,0.2419307692135476,0,0.5262750566833473,1,1,0,0
1,7,4,s4_i11,1,smartphone_3G,Calib,0.14254593334080096,1,0.6700137880227186,1,0,1,0
1,7,4,s4_i12,1,smartphone_3G,Calib,0.1941540038775573,1,0.6474142570080426,1,1,1,1
1,7,4,s4_i13,1,smartphone_3G,Calib,0.4399464109094162,1,0.6204489884723383,1,1,0,1
1,7,4,s4_i14,1,smartphone_3G,Calib,0.3267028000325108,0,0.7065927157056512,1,1,1,0
1,7,4,s4_i15,1,smartphone_3G,Calib,0.47038898695571607,0,0.5536960249687524,1,1,0,0
1,7,4,s4_i16,1,smartphone_3G,Calib,0.37753821164918866,0,0.5290056317599551,1,1,0,0
1,7,4,s4_i17,1,smartphone_3G,Calib,0.07197836652622278,1,0.8073721909037277,1,0,1,0
1,7,4,s4_i18,1,smartphone_3G,Calib,0.5679516155155995,0,0.7345539563271944,1,1,1,0
1,7,4,s4_i19,1,smartphone_3G,Calib,0.38479595168504765,0,0.7548591312037397,1,1,0,0
1,7,4,s4_i20,1,smartphone_3G,Calib,0.6653845737298619,0,0.6695065352389143,1,1,1,0
1,7,4,s4_i21,1,smartphone_3G,Calib,0.09715251631247503,1,0.6159301188024194,1,1,0,1
1,7,4,s4_i22,1,smartphone_3G,Calib,0.3972500308098791,1,0.7263163146368269,1,0,1,0
1,7,4,s4_i23,1,smartphone_3G,Calib,0.47894869898320536,1,0.6265022722765606,1,1,1,1
1,7,4,s4_i24,1,smartphone_3G,Calib,0.3840811292272226,1,0.6723311816442565,1,1,0,1
1,7,4,s4_i25,1,smartphone_3G,Calib,0.1771046927556054,0,0.6914118911964651,1,1,1,0
1,7,4,s4_i26,1,smartphone_3G,Calib,0.08844444030069644,1,0.7178401010941343,1,1,1,1
1,7,4,s4_i27,1,smartphone_3G,Calib,0.43748365008660167,0,0.74546569442751,1,1,0,0
1,7,4,s4_i28,1,smartphone_3G,Calib,0.39348231792254135,0,0.7397149422777332,1,1,0,0
1,7,4,s4_i29,1,smartphone_3G,Calib,0.24664879194157657,1,0.7657972150747533,1,0,1,0
1,7,4,s4_i30,1,smartphone_3G,Calib,0.23045600908748057,0,0.5896669915075937,1,1,0,0
1,7,4,s4_i31,1,smartphone_3G,Calib,0.08507485894172563,0,0.615137844739055,1,0,1,1
1,7,4,s4_i32,1,smartphone_3G,Calib,0.45077109441955576,1,0.5553062431119329,1,1,0,1
1,7,4,s4_i33,1,smartphone_3G,Calib,0.04221814649158748,1,0.7746691003058712,1,1,0,1
1,7,4,s4_i34,1,smartphone_3G,Calib,0.34973434990572005,1,0.652941394996098,1,1,1,1
1,7,4,s4_i35,1,smartphone_3G,Calib,0.32930997378921995,1,0.7834981881497239,1,1,0,1
1,7,4,s4_i36,1,smartphone_3G,Calib,0.14165877053537307,0,0.8573983659593631,1,1,1,0
1,7,4,s4_i37,1,smartphone_3G,Calib,0.27605779093081384,1,0.7919196762117447,1,1,0,1
1,7,4,s4_i38,1,smartphone_3G,Calib,0.26683485865160594,1,0.7765866065307759,1,1,0,1
1,7,4,s4_i39,1,smartphone_3G,Calib,0.2850039075214431,0,0.7525931686512666,1,1,0,0
1,7,5,s5_i0,1,smartphone_3G,Counter,0.3425168675550695,0,0.8669408010673723,1,0,1,1
1,7,5,s5_i1,1,smartphone_3G,Counter,0.033466546515716344,0,0.6231335349668787,1,0,1,1
1,7,5,s5_i2,1,smartphone_3G,Counter,0.5656203956775399,0,0.4929493341497542,0,1,1,0
1,7,5,s5_i3,1,smartphone_3G,Counter,0.6438644355751897,0,0.5089771298288778,1,1,1,0
1,7,5,s5_i4,1,smartphone_3G,Counter,0.06483128715429741,0,0.6164533241029981,1,1,1,0
1,7,5,s5_i5,1,smartphone_3G,Counter,0.174071684941367,1,0.5595033440930806,1,1,1,1
1,7,5,s5_i6,1,smartphone_3G,Counter,0.48781454928156276,0,0.4535912722103572,0,1,1,0
1,7,5,s5_i7,1,smartphone_3G,Counter,0.14408487631646316,0,0.6167686446454728,1,1,1,0
1,7,5,s5_i8,1,smartphone_3G,Counter,0.2556322386133645,0,0.691675872737488,1,1,0,0
1,7,5,s5_i9,1,smartphone_3G,Counter,0.05693258889759441,0,0.8387792539979085,1,1,0,0
1,7,5,s5_i10,1,smartphone_3G,Counter,0.5040607517875814,0,0.6082769882679366,1,1,0,0
1,7,5,s5_i11,1,smartphone_3G,Counter,0.2328576633537081,1,0.6479261126713911,1,1,0,1
1,7,5,s5_i12,1,smartphone_3G,Counter,0.044902876081973214,1,0.6877189435086352,1,1,1,1
1,7,5,s5_i13,1,smartphone_3G,Counter,0.6121221763727684,0,0.6184643787518566,1,0,1,1
1,7,5,s5_i14,1,smartphone_3G,Counter,0.4270280188422849,0,0.5476120454044295,1,1,0,0
1,7,5,s5_i15,1,smartphone_3G,Counter,0.0371084441787969,0,0.7226348943609081,1,1,0,0
1,7,5,s5_i16,1,smartphone_3G,Counter,0.19418719207875626,1,0.6405220765221175,1,1,0,1
1,7,5,s5_i17,1,smartphone_3G,Counter,0.13248194222460385,0,0.769912680075858,1,1,0,0
1,7,5,s5_i18,1,smartphone_3G,Counter,0.015285882238568919,1,0.689567430047272,1,1,1,1
1,7,5,s5_i19,1,smartphone_3G,Counter,0.3686587980994933,0,0.7469046190383903,1,1,0,0
1,7,5,s5_i20,1,smartphone_3G,Counter,0.2854883715150308,0,0.6259490652335948,1,1,1,0
1,7,5,s5_i21,1,smartphone_3G,Counter,0.13674079435663156,1,0.7363360277952468,1,1,0,1
1,7,5,s5_i22,1,smartphone_3G,Counter,0.31743068273340486,0,0.6675028028280008,1,0,1,1
1,7,5,s5_i23,1,smartphone_3G,Counter,0.2537688805479913,1,0.6666898646621218,1,1,1,1
1,7,5,s5_i24,1,smartphone_3G,Counter,0.3684210015699122,1,0.6027865818106263,1,0,1,0
1,7,5,s5_i25,1,smartphone_3G,Counter,0.01468086874813009,0,0.558810989384305,1,1,0,0
1,7,5,s5_i26,1,smartphone_3G,Counter,0.40406995998972567,0,0.5882753118135153,1,1,1,0
1,7,5,s5_i27,1,smartphone_3G,Counter,0.14562575411245296,0,0.6235135222640793,1,1,0,0
1,7,5,s5_i28,1,smartphone_3G,Counter,0.10269932559396912,1,0.6983774591337929,1,1,0,1
1,7,5,s5_i29,1,smartphone_3G,Counter,0.13637483265027586,0,0.6974143671212789,1,1,1,0
1,7,5,s5_i30,1,smartphone_3G,Counter,0.1739483013613649,0,0.5997256485943431,1,1,0,0
1,7,5,s5_i31,1,smartphone_3G,Counter,0.2715329071691423,0,0.5462937598349107,1,1,0,0
1,7,5,s5_i32,1,smartphone_3G,Counter,0.21779284351133898,0,0.7587170962869788,1,1,0,0
1,7,5,s5_i33,1,smartphone_3G,Counter,0.3758105520725915,1,0.5943333640300297,1,0,1,0
1,7,5,s5_i34,1,smartphone_3G,Counter,0.16962809163240894,1,0.7920667777469489,1,1,0,1
1,7,5,s5_i35,1,smartphone_3G,Counter,0.11075007462042033,1,0.5387917972337694,1,1,1,1
1,7,5,s5_i36,1,smartphone_3G,Counter,0.27643014622674317,0,0.5970136387792333,1,1,0,0
1,7,5,s5_i37,1,smartphone_3G,Counter,0.308926193100035,0,0.6475973867984535,1,1,0,0
1,7,5,s5_i38,1,smartphone_3G,Counter,0.23966934057129585,1,0.8334386047465915,1,1,0,1
1,7,5,s5_i39,1,smartphone_3G,Counter,0.27724133116567135,1,0.6292300952649845,1,1,0,1
1,7,6,s6_i0,1,smartphone_3G,Calib,0.5116572097800758,1,0.5443334289133044,1,1,0,1
1,7,6,s6_i1,1,smartphone_3G,Calib,0.19815168783229073,1,0.5891327006581674,1,1,0,1
1,7,6,s6_i2,1,smartphone_3G,Calib,0.6666375903976303,1,0.5748959398347897,1,1,0,1
1,7,6,s6_i3,1,smartphone_3G,Calib,0.6106633522288712,1,0.5219096874128883,1,1,0,1
1,7,6,s6_i4,1,smartphone_3G,Calib,0.20681919982190633,0,0.681040543361302,1,1,0,0
1,7,6,s6_i5,1,smartphone_3G,Calib,0.11708860250607357,0,0.8474830166626148,1,1,0,0
1,7,6,s6_i6,1,smartphone_3G,Calib,0.1702280672630445,1,0.658079360824012,1,1,0,1
1,7,6,s6_i7,1,smartphone_3G,Calib,0.18899000118604609,0,0.7732887698614507,1,0,1,1
1,7,6,s6_i8,1,smartphone_3G,Calib,0.1451026257422619,0,0.6184973635321922,1,1,0,0
1,7,6,s6_i9,1,smartphone_3G,Calib,0.2922983712094346,0,0.5545366572071897,1,1,1,0
1,7,6,s6_i10,1,smartphone_3G,Calib,0.3144639845068254,1,0.8682904829913255,1,1,0,1
1,7,6,s6_i11,1,smartphone_3G,Calib,0.24639626393630812,1,0.6074550016944666,1,1,1,1
1,7,6,s6_i12,1,smartphone_3G,Calib,0.28015067751480816,0,0.6156485109243693,1,1,1,0
1,7,6,s6_i13,1,smartphone_3G,Calib,0.6504751436064093,1,0.5932732559903309,1,1,1,1
1,7,6,s6_i14,1,smartphone_3G,Calib,0.3513815136064788,1,0.6062545014935784,1,0,1,0
1,7,6,s6_i15,1,smartphone_3G,Calib,0.3146530375878316,0,0.7457181746542064,1,1,0,0
1,7,6,s6_i16,1,smartphone_3G,Calib,0.17706320653273422,1,0.7430212861507891,1,1,0,1
1,7,6,s6_i17,1,smartphone_3G,Calib,0.04560480706779058,1,0.6930932869337418,1,1,0,1
1,7,6,s6_i18,1,smartphone_3G,Calib,0.3552891757415937,0,0.7194510344379651,1,1,0,0
1,7,6,s6_i19,1,smartphone_3G,Calib,0.22492567232877766,0,0.858016859073696,1,0,1,1
1,7,6,s6_i20,1,smartphone_3G,Calib,0.1074308325915889,1,0.7129116876553728,1,1,1,1
1,7,6,s6_i21,1,smartphone_3G,Calib,0.29355017149932483,1,0.6948407098263218,1,0,1,0
1,7,6,s6_i22,1,smartphone_3G,Calib,0.23640342194805006,0,0.5342972015055819,1,1,0,0
1,7,6,s6_i23,1,smartphone_3G,Calib,0.1334950813469955,1,0.6921864157970253,1,1,1,1
1,7,6,s6_i24,1,smartphone_3G,Calib,0.3711631820232973,1,0.7632755982022457,1,1,0,1
1,7,6,s6_i25,1,smartphone_3G,Calib,0.4099539555242093,1,0.6786722386188495,1,1,1,1
1,7,6,s6_i26,1,smartphone_3G,Calib,0.45697775805400015,1,0.6566722059587485,1,1,0,1
1,7,6,s6_i27,1,smartphone_3G,Calib,0.30792759597076946,1,0.7302203769020645,1,1,1,1
1,7,6,s6_i28,1,smartphone_3G,Calib,0.5132346671992489,1,0.6302773814446185,1,0,1,0
1,7,6,s6_i29,1,smartphone_3G,Calib,0.1523875019534216,1,0.632687403445748,1,1,0,1
1,7,6,s6_i30,1,smartphone_3G,Calib,0.3914337438163936,1,0.6080515431857957,1,1,0,1
1,7,6,s6_i31,1,smartphone_3G,Calib,0.05263737518198619,0,0.8034971323214888,1,1,0,0
1,7,6,s6_i32,1,smartphone_3G,Calib,0.4367909154921409,0,0.5986953119479402,1,0,1,1
1,7,6,s6_i33,1,smartphone_3G,Calib,0.21974025030778901,1,0.7720677603210365,1,1,0,1
1,7,6,s6_i34,1,smartphone_3G,Calib,0.5788280937656035,0,0.5671996718999051,1,1,1,0
1,7,6,s6_i35,1,smartphone_3G,Calib,0.28414072958702485,0,0.6614868550321992,1,1,0,0
1,7,6,s6_i36,1,smartphone_3G,Calib,0.08447963394639466,1,0.7699955655826844,1,1,0,1
1,7,6,s6_i37,1,smartphone_3G,Calib,0.4646880841425664,1,0.5325569860777399,1,1,0,1
1,7,6,s6_i38,1,smartphone_3G,Calib,0.26927685712091676,0,0.6846940889709395,1,1,0,0
1,7,6,s6_i39,1,smartphone_3G,Calib,0.49775074015985904,1,0.6256392283226969,1,1,1,1
1,7,7,s7_i0,1,smartphone_3G,Calib,0.3727933590426631,1,0.6162192895226848,1,0,1,0
1,7,7,s7_i1,1,smartphone_3G,Calib,0.5386616254577472,0,0.685296741083412,1,1,1,0
1,7,7,s7_i2,1,smartphone_3G,Calib,0.2539144265138484,1,0.5908168330093081,1,1,1,1
1,7,7,s7_i3,1,smartphone_3G,Calib,0.0926395801345923,1,0.7841909251757195,1,1,0,1
1,7,7,s7_i4,1,smartphone_3G,Calib,0.2681397342228529,1,0.5983801285706998,1,0,1,0
1,7,7,s7_i5,1,smartphone_3G,Calib,0.009150013177168731,1,0.6905583270219234,1,1,1,1
1,7,7,s7_i6,1,smartphone_3G,Calib,0.44469428576367226,0,0.6356167375921964,1,1,0,0
1,7,7,s7_i7,1,smartphone_3G,Calib,0.34550299417619823,1,0.647105185065217,1,1,0,1
1,7,7,s7_i8,1,smartphone_3G,Calib,0.21600834183670872,1,0.6124275570464282,1,1,0,1
1,7,7,s7_i9,1,smartphone_3G,Calib,0.018347723025834477,1,0.6650894006127526,1,1,0,1
1,7,7,s7_i10,1,smartphone_3G,Calib,0.1820520724470987,0,0.8644438510336807,1,1,0,0
1,7,7,s7_i11,1,smartphone_3G,Calib,0.23225180572853102,0,0.6796674346653632,1,1,0,0
1,7,7,s7_i12,1,smartphone_3G,Calib,0.5121091760176169,1,0.6326985318382973,1,1,0,1
1,7,7,s7_i13,1,smartphone_3G,Calib,0.28349692174343144,1,0.6798363369295946,1,1,0,1
1,7,7,s7_i14,1,smartphone_3G,Calib,0.370723549882402,0,0.7454492563912776,1,1,1,0
1,7,7,s7_i15,1,smartphone_3G,Calib,0.19260104755446203,1,0.7254317882321405,1,0,1,0
